NAME OF SERVICE,TRANSMISSION CATEGORY,FEATURED ARTIST,SOUND RECORDING TITLE,ALBUM TITLE,MARKETING LABEL,ISRC,ACTUAL TOTAL PERFORMANCES,PLAY FREQUENCY
BAGeL Radio,A,It's All Really Kind of Amazing (single),It's All Really Kind of Amazing  - Death Valley Girls,,,,222,2
BAGeL Radio,A,Death Valley Girls,It's All Really Kind of Amazing -It's All Really Kind of Amazing (single),,,,440,4
BAGeL Radio,A,Medicine,It's Not Enough -To The Happy Few,,,,104,1
BAGeL Radio,A,Terry Malts,It's Not Me -Lost At The Party,,,,78,1
BAGeL Radio,A,Juliana Hatfield,It's So Weird -Weird,,,,118,1
BAGeL Radio,A,The Rentals,It's Time To Come Home -Lost in Alphaville,,,,81,1
BAGeL Radio,A,Flyying Colours,It's Tomorrow Now -Mindfullness,,,,93,1
BAGeL Radio,A,Dos,It's Too Late To Go To Bed  - The Parrots,,,,195,2
BAGeL Radio,A,The Parrots,It's Too Late To Go To Bed -Dos,,,,614,6
BAGeL Radio,A,Chime School,It’s True  - Chime School,,,,175,2
BAGeL Radio,A,Chime School,It’s True -Chime School,,,,356,4
BAGeL Radio,A,The French Semester,Ivy Letters Upsetting The Norm -Good Friends Only I Can See,,,,115,1
BAGeL Radio,A,Potty Mouth,I’ve Got A Feeling -Saving For A Custom Van,,,,85,1
BAGeL Radio,A,Yellow Pills,J's Little Jam -Space Age Inferno,,,,108,1
BAGeL Radio,A,The Horrors,Jack The Ripper -Strange House,,,,396,3
BAGeL Radio,A,Alone In My Home,Jack White-Lazaretto,,,,112,1
BAGeL Radio,A,Gap Dream,Jacky -This Is Gap Dream,,,,79,1
BAGeL Radio,A,Old 97's,Jagged -Fight Songs,,,,98,1
BAGeL Radio,A,Crocodiles,Jailbird -Dreamless,,,,95,1
BAGeL Radio,A,Diamond Sea,Jailbreaker Blues -Diamond Sea demo,,,,154,1
BAGeL Radio,A,No One's Leaving,Jane's Addiction-Ritual De Lo Habitual,,,,113,1
BAGeL Radio,A,Mattiel,Je Ne Me Connais Pas -Satis Factory,,,,81,1
BAGeL Radio,A,Heartless Bastards,Jean Genie -A Salute To The Thin White Duke &#8211; The Songs Of David Bowie,,,,131,1
BAGeL Radio,A,Heartless Bastards,Jean Genie -A Salute To The Thin White Duke – The Songs Of David Bowie,,,,110,1
BAGeL Radio,A,Marc Bolan & T.Rex,Jeepster -Electric Warrior,,,,439,3
BAGeL Radio,A,Proclaimer of Things,Jenny  - The High Water Marks,,,,206,2
BAGeL Radio,A,The High Water Marks,Jenny -Proclaimer of Things,,,,510,5
BAGeL Radio,A,Rilo Kiley,"Jenny, You're Barely Alive -Saddle Creek 50 (Disc 1)",,,,176,1
BAGeL Radio,A,Nick Cave & The Bad Seeds,Jesus Alone -Skeleton Tree,,,,112,1
BAGeL Radio,A,Priests,Jesus' Son -The Seduction Of Kansas,,,,118,1
BAGeL Radio,A,Damaged Bug,Jet In Jungle -Cold Hot Plumbs,,,,81,1
BAGeL Radio,A,Iggy And The Stooges,Johanna -Kill City,,,,115,1
BAGeL Radio,A,Chastity Belt,Joke -Time to Go Home,,,,157,1
BAGeL Radio,A,The White Stripes,Jolene -B-Sides,,,,97,1
BAGeL Radio,A,Redd Kross,Jone Hoople -Beyond The Door,,,,176,1
BAGeL Radio,A,Head On (Radio Edit),José González-Local Valley,,,,79,1
BAGeL Radio,A,Valle Local,José González-Local Valley,,,,73,1
BAGeL Radio,A,Middle Distance Runner,Joyful Noise -The Sun & Earth,,,,99,1
BAGeL Radio,A,We Are Augustines,Juarez -We Are Augustines,,,,150,1
BAGeL Radio,A,Arp,Judy Nylon -More,,,,76,1
BAGeL Radio,A,Do This To Me,"Julia Bardo-Bauhaus, L'Appartamento",,,,90,1
BAGeL Radio,A,Crocodiles,Jumping On Angels -Dreamless,,,,100,1
BAGeL Radio,A,The Clash,Junco Partner -Sandinista! (Disc 1 of 2),,,,104,1
BAGeL Radio,A,Bloodshot Bill,Just Because -Come Get Your Love Right Now,,,,84,1
BAGeL Radio,A,Jackie Zealous,Just You -Psychic Data,,,,74,1
BAGeL Radio,A,Hooton Tennis Club,Katy-Anne Bellis -Big Box Of Chocolates,,,,85,1
BAGeL Radio,A,Il Abanico,Keep Calling -Crossing Colors,,,,91,1
BAGeL Radio,A,Welcome Break,Keep It Together  - Pip Blom,,,,209,2
BAGeL Radio,A,Pip Blom,Keep It Together -Welcome Break,,,,386,4
BAGeL Radio,A,Moaning,Keep Out -Uneasy Laughter,,,,144,1
BAGeL Radio,A,The Chats,Keep The Grubs Out -High Risk Behavior,,,,86,1
BAGeL Radio,A,The King of Rocksprings,Kicking Dogs / Throwing Phones -The Milkman vs. the Postman Problem,,,,101,1
BAGeL Radio,A,Diarrhea Planet,Kids -I'm Rich Beyond Your Wildest Dreams,,,,192,1
BAGeL Radio,A,MC 900 Ft Jesus,Killer Inside Me -Welcome To My Dream,,,,126,1
BAGeL Radio,A,Kristin Hersh,Killing Two Birds -Wyatt at the Coyote Palace,,,,101,1
BAGeL Radio,A,Kelley Stoltz,Kim Chee Taco Man -Double Exposure,,,,105,1
BAGeL Radio,A,SWIIIM,King of Venice -Cellophane Castle,,,,128,1
BAGeL Radio,A,Soulsavers,"Kingdoms Of Rain -It's Not How Far You Fall, It's The Way You Land",,,,116,1
BAGeL Radio,A,Magenta Skycode,Kipling -Relief,,,,158,1
BAGeL Radio,A,Leslie,Kiwi Jr.-Football Money,,,,66,1
BAGeL Radio,A,Sleep Well,Klubber Lang-Sleep Well,,,,105,1
BAGeL Radio,A,Guy Blakeslee,Kneel & Pray -Ophelia Slowly,,,,202,1
BAGeL Radio,A,Bodega,Knife On The Platter -Shiny New Model [EP],,,,158,1
BAGeL Radio,A,The Multiple Cat,"Know Past, Know Future -The Return Of The Multiple Cat",,,,201,1
BAGeL Radio,A,Heaven For Real,Known Steps In Directions Unknown -Kill Your Memory,,,,143,1
BAGeL Radio,A,The Notwist,Kong -Close To The Glass,,,,84,1
BAGeL Radio,A,Robyn,Konichiwa Bitches -Robyn,,,,102,1
BAGeL Radio,A,etti/etta,Korah Rd -Refrains,,,,111,1
BAGeL Radio,A,Pocket Calculator,Kraftwerk-Computer World,,,,110,1
BAGeL Radio,A,Sports Team,Kutcher -Deep Down Happy,,,,286,2
BAGeL Radio,A,DTCV,L'Accord Parfait -Confusion Moderne,,,,85,1
BAGeL Radio,A,The Albertans,L-Friend -Dangerous Anything,,,,98,1
BAGeL Radio,A,Cure-All,LKFFCT-The Flower Investment Pawn,,,,82,1
BAGeL Radio,A,Jeffrey Lewis & The Voltage,LPs -Bad Wiring,,,,78,1
BAGeL Radio,A,Kid Congo & The Pink Monkey Birds,La Araña -La Araña Es La Vida,,,,90,1
BAGeL Radio,A,Simian,La Breeze (radio edit) -La Breeze (promo single),,,,112,1
BAGeL Radio,A,Squeeze,Labelled with Love -East Side Story,,,,104,1
BAGeL Radio,A,Rogue Wave,Lake Michigan -Asleep At Heaven's Gate,,,,173,1
BAGeL Radio,A,Deeper,Lake Song -Auto-Pain,,,,105,1
BAGeL Radio,A,Prove It,Lala Lala-I Want The Door To Open,,,,80,1
BAGeL Radio,A,Modest Mouse,Lampshades On Fire -Lampshades On Fire,,,,113,1
BAGeL Radio,A,Elephant Stone,Land of Dead -Hollow,,,,77,1
BAGeL Radio,A,Rey Pila,Lash Out -Velox Veritas,,,,189,1
BAGeL Radio,A,The Strokes,Last Night -Is This It?,,,,95,1
BAGeL Radio,A,Wild Beasts,Last Night All My Dreams Came True -Punk Drunk & Trembling [EP],,,,153,1
BAGeL Radio,A,LackThereof,Last November -Your Anchor,,,,81,1
BAGeL Radio,A,Coriky,Last Thing -Coriky,,,,92,1
BAGeL Radio,A,Bloody Mary Me Marie,Latvian Radio-Phooey!,,,,103,1
BAGeL Radio,A,Sliding Down A Ladder,Latvian Radio-Phooey!,,,,216,2
BAGeL Radio,A,Comfort To Me,Laughing  - Amyl and The Sniffers,,,,214,2
BAGeL Radio,A,Amyl and The Sniffers,Laughing -Comfort To Me,,,,447,4
BAGeL Radio,A,Jesse Woods,Lazerburn -Get Your Burdens Lifted,,,,122,1
BAGeL Radio,A,The Futureheads,Le Garage -The Futureheads,,,,89,1
BAGeL Radio,A,José González,Leaf Off / The Cave [Radio Edit] -Vestiges & Claws,,,,141,1
BAGeL Radio,A,The Things of Youth,Lean On It -Volume One,,,,105,1
BAGeL Radio,A,Sea Wolf,Leaves In The River -Leaves In The River,,,,176,1
BAGeL Radio,A,Curve,Left Of Mother -Cuckoo,,,,184,1
BAGeL Radio,A,The Front Bottoms,Legit Tattoo Gun -The Front Bottoms,,,,95,1
BAGeL Radio,A,Ormonde,Lemon Incest -Machine,,,,121,1
BAGeL Radio,A,Galore,Lemon Tea -Galore,,,,89,1
BAGeL Radio,A,Football Money,Leslie  - Kiwi Jr.,,,,216,2
BAGeL Radio,A,Kiwi Jr.,Leslie -Football Money,,,,85,1
BAGeL Radio,A,Young Rival,Let Me Go On -Strange Light,,,,103,1
BAGeL Radio,A,The Little Ones,Let Them Ring The Bells -Sing Song EP,,,,135,1
BAGeL Radio,A,Deerhoof,Let&#8217;s Dance the Jet -Deerhoof vs. Evil,,,,139,1
BAGeL Radio,A,The Parrots,Let's Do It Again -Los Niños Sin Miedo,,,,78,1
BAGeL Radio,A,The Cars,Let's Go -Candy-O,,,,93,1
BAGeL Radio,A,The Drums,Let's Go Surfing -Summertime!,,,,85,1
BAGeL Radio,A,ImaRobot,Let's Talk Turkey -ImaRobot (Advance),,,,98,1
BAGeL Radio,A,Deerhoof,Let’s Dance the Jet -Deerhoof vs. Evil,,,,126,1
BAGeL Radio,A,Sekwar,Liars-The Apple Drop,,,,96,1
BAGeL Radio,A,Brats,Liars-WIXIW,,,,72,1
BAGeL Radio,A,Fontaines D.C.,Liberty Belle -Dogrel,,,,212,2
BAGeL Radio,A,Car Seat Headrest,Life Worth Missing -Making A Door Less Open,,,,122,1
BAGeL Radio,A,Elf Power,Lift the Shell -Sunlight on the Moon,,,,99,1
BAGeL Radio,A,McLusky,Lightsabre Cocksucking Blues -Mcluskyism: A Sides,,,,77,1
BAGeL Radio,A,I Am Who I Think You Think I Am,Liily-TV or Not TV,,,,89,1
BAGeL Radio,A,TV or Not TV,Liily-TV or Not TV,,,,85,1
BAGeL Radio,A,The Whigs,Like A Vibration -Mission Control,,,,158,1
BAGeL Radio,A,Kid Amnesiae,Like Spinning Plates ('Why Us?' Version)  - Radiohead,,,,234,2
BAGeL Radio,A,Radiohead,Like Spinning Plates ('Why Us?' Version) -Kid Amnesiae,,,,461,4
BAGeL Radio,A,Styrofoam,Lil White Boy (Featuring Josh Rouse) -A Thousand Words,,,,136,1
BAGeL Radio,A,Waxahatchee,Lilacs -Saint Cloud,,,,141,1
BAGeL Radio,A,The Duke Spirit,Lion RIP -Cuts Across The Land,,,,139,1
BAGeL Radio,A,Tones On Tail,Lions -Night Music,,,,91,1
BAGeL Radio,A,Echo & the Bunnymen,Lips Like Sugar -Echo & The Bunnymen,,,,110,1
BAGeL Radio,A,POW!,Liquid Daydream -Fight Fire,,,,88,1
BAGeL Radio,A,The Kills,List of Demands (Reparations) -List of Demands (Reparations) [single],,,,128,1
BAGeL Radio,A,SAVAK,Listening -Rotting Teeth In The Horse's Mouth,,,,87,1
BAGeL Radio,A,The National,Lit Up -Alligator,,,,101,1
BAGeL Radio,A,Nirvana,Lithium -Nevermind,,,,128,1
BAGeL Radio,A,The Orange Kyte,Little Death Balloon -Carousel,,,,101,1
BAGeL Radio,A,Bob Mould,Little Glass Pill -Beauty & Ruin,,,,93,1
BAGeL Radio,A,Death Cab For Cutie,Little Wanderer -Kintsugi,,,,151,1
BAGeL Radio,A,Drab City,Live Free And Die When It's Cool -Good Songs For Bad People,,,,125,1
BAGeL Radio,A,Bad Sports,Living With Secrets -Constant Stimulation,,,,92,1
BAGeL Radio,A,Primal Scream,"Loaded (7\"" Version) -Loaded (single)",,,,109,1
BAGeL Radio,A,Andre Obin,Loaded Soul -Ways Of Escape,,,,161,1
BAGeL Radio,A,No Age,Lock Box -An Object,,,,96,1
BAGeL Radio,A,Reverse,Logic  - Cuneiform,,,,215,2
BAGeL Radio,A,Cuneiform,Logic -Reverse,,,,558,5
BAGeL Radio,A,The Bubble Puppy,Lonely -A Gathering of Promises,,,,440,3
BAGeL Radio,A,Jack Shirt,Lonely Way To Celebrate -Jack Shirt,,,,91,1
BAGeL Radio,A,Women Of The Night,Lonesome Love -Sub Rosa,,,,428,4
BAGeL Radio,A,Ranch Ghost,Long Hand -Lookin,,,,496,4
BAGeL Radio,A,Flyying Colours,Long Holiday -Mindfullness,,,,105,1
BAGeL Radio,A,Pixies,Long Rider -Beneath the Eyrie,,,,101,1
BAGeL Radio,A,My Bloody Valentine,Loomer -Loveless,,,,95,1
BAGeL Radio,A,Jagwar Ma,Loose Ends -Every Now And Then,,,,83,1
BAGeL Radio,A,Iguana Death Cult,Lorraine -Nude Casino,,,,59,1
BAGeL Radio,A,Peach Kelli Pop,Los Angeles -Which Witch [EP],,,,112,1
BAGeL Radio,A,Noi Vogliamo,Los Blancos-Detholiad O Ganeuon Traddodiadol Cymreig [EP],,,,71,1
BAGeL Radio,A,Gift Wrap,Losing Count -Losing Count,,,,106,1
BAGeL Radio,A,Keep on Truckin',Lot Lizard 93  - Surfbort,,,,205,2
BAGeL Radio,A,Surfbort,Lot Lizard 93 -Keep on Truckin',,,,369,4
BAGeL Radio,A,Lewis Del Mar,Loud(y) -Lewis Del Mar,,,,87,1
BAGeL Radio,A,The Ghost Is Dancing,Louis Riel -Battles On,,,,90,1
BAGeL Radio,A,La Panther Happens,Love & Light -For The Night Crawlers,,,,117,1
BAGeL Radio,A,Cold Cave,Love Comes Close -Love Comes Close,,,,104,1
BAGeL Radio,A,Elvis Costello & The Attractions,Love For Tender -Get Happy!!,,,,94,1
BAGeL Radio,A,Ty Segall,Love Fuzz -Twins,,,,386,3
BAGeL Radio,A,Siouxsie & The Banshees,Love In A Void -At The BBC,,,,116,1
BAGeL Radio,A,Haunted Hearts,Love Incognito -Initiation,,,,94,1
BAGeL Radio,A,The Cult,Love Removal Machine -Electric,,,,158,1
BAGeL Radio,A,The Secret History,Love Theme (from The World That Never Was) -The World That Never Was,,,,179,1
BAGeL Radio,A,Joy Division,Love Will Tear Us Apart -Love Will Tear Us Apart (single),,,,108,1
BAGeL Radio,A,Ezra Furman,Love You So Bad -Transangelic Exodus,,,,185,2
BAGeL Radio,A,The Monkees,Love to Love -Good Times!,,,,77,1
BAGeL Radio,A,Noun,Loveblood -Throw Your Body On The Gears and Stop The Machine With Your Blood,,,,81,1
BAGeL Radio,A,Is Tropical,Lover's Cave -I'm Leaving,,,,91,1
BAGeL Radio,A,The Dead-On,Lovesick -Lovesick (single),,,,95,1
BAGeL Radio,A,Run Dan Run,Lovesick Animal -Normal,,,,148,1
BAGeL Radio,A,Projector,Low Era (Radio Edit)  - Geese,,,,201,2
BAGeL Radio,A,Geese,Low Era (Radio Edit) -Projector,,,,489,5
BAGeL Radio,A,The Living Eyes,Low Life -Living Large,,,,92,1
BAGeL Radio,A,Possible Humans,Lung of the City -Everybody Split,,,,171,1
BAGeL Radio,A,Galore,Lydia -Galore,,,,107,1
BAGeL Radio,A,Anomie Belle,Machine (Featuring Mr Lif) -The Crush,,,,103,1
BAGeL Radio,A,The Chameleons,Mad Jack -Strange Times,,,,115,1
BAGeL Radio,A,Tears For Fears,Mad World -The Hurting,,,,100,1
BAGeL Radio,A,Horses In The Abattoir,Magdalene  - TRAITRS,,,,226,2
BAGeL Radio,A,TRAITRS,Magdalene -Horses In The Abattoir,,,,472,4
BAGeL Radio,A,CUP,Magic Planet -Jitter Visions,,,,86,1
BAGeL Radio,A,Roya,Mailman -Roya,,,,116,1
BAGeL Radio,A,The Coathangers,Make It Right -Nosebleed Weekend,,,,421,3
BAGeL Radio,A,Spiral Stairs,Maltese T -The Real Feel,,,,126,1
BAGeL Radio,A,Bottle Episode,"Mandy, Indiana-...EP",,,,84,1
BAGeL Radio,A,Nike of Samothrace,"Mandy, Indiana-...EP",,,,98,1
BAGeL Radio,A,Port Juvee,Mania -Crimewave,,,,100,1
BAGeL Radio,A,Manifesto [EP],Manifesto  - Sprints,,,,337,3
BAGeL Radio,A,Sprints,Manifesto -Manifesto [EP],,,,474,5
BAGeL Radio,A,Chastity,Manning Hill -TAPE,,,,86,1
BAGeL Radio,A,Yeah Yeah Yeahs,Maps -Fever to Tell,,,,139,1
BAGeL Radio,A,Muuy Biien,Mara -Age Of Uncertainty,,,,100,1
BAGeL Radio,A,Parquet Courts,Marathon of Anger (tedit) -Sympathy for Life,,,,476,3
BAGeL Radio,A,[the] caseworker,Markievicz's Walls -When I Was A Young King,,,,98,1
BAGeL Radio,A,Year Of The Spider,Mary Don't Go  - Shannon And The Clams,,,,211,2
BAGeL Radio,A,Shannon And The Clams,Mary Don't Go -Year Of The Spider,,,,477,5
BAGeL Radio,A,The Barbs,Massive Crush -Massive Crush,,,,72,1
BAGeL Radio,A,Mozes and the Firstborn,Mayday -Great Pile Of Nothing,,,,103,1
BAGeL Radio,A,Sebadoh,Medicate -Act Surprised,,,,114,1
BAGeL Radio,A,CRAWLER,Meds  - IDLES,,,,374,3
BAGeL Radio,A,IDLES,Meds -CRAWLER,,,,244,3
BAGeL Radio,A,Thee Oh Sees,Mega-feast -Warm Slime,,,,452,3
BAGeL Radio,A,Ghost King,Melting Sky -Melting Sky/Inside Out,,,,82,1
BAGeL Radio,A,Alex G,Memory -Trick,,,,157,1
BAGeL Radio,A,Warhaus,Memory -We Fucked A Flame Into Being,,,,68,1
BAGeL Radio,A,Think Tree,Memory Protect -Eight/Thirteen,,,,96,1
BAGeL Radio,A,Tacocat,Men Explain Things to Me -Lost Time,,,,139,1
BAGeL Radio,A,The Pretenders,Message Of Love -Pretenders II,,,,107,1
BAGeL Radio,A,Yuck,Middle Sea -Glow & Behold,,,,114,1
BAGeL Radio,A,Guardian Singles,Midnight Swim  - Guardian Singles,,,,385,3
BAGeL Radio,A,Guardian Singles,Midnight Swim -Guardian Singles,,,,489,4
BAGeL Radio,A,Teenanger,Mild Survival -E P L P,,,,144,1
BAGeL Radio,A,The Dead Weather,Mile Markers -Dodge and Burn,,,,153,1
BAGeL Radio,A,Deerhoof,Milk Man -Milk Man,,,,191,1
BAGeL Radio,A,Death Cab for Cutie,Million Dollar Loan -30 Days 30 Songs,,,,99,1
BAGeL Radio,A,Buffalo Tom,Mineral -Let Me Come Over,,,,182,1
BAGeL Radio,A,Poptone,Mirror People -Poptone,,,,143,1
BAGeL Radio,A,Blonde Redhead,Misery Is a Butterfly -Misery Is a Butterfly,,,,79,1
BAGeL Radio,A,Progress,Mission of Burma-Vs.,,,,74,1
BAGeL Radio,A,The National,Mistaken For Strangers -Boxer,,,,113,1
BAGeL Radio,A,Ex-Cult,Mister Investigator -Negative Growth,,,,118,1
BAGeL Radio,A,The Black Lips,Modern Art -Arabia Mountain,,,,101,1
BAGeL Radio,A,Ungdomskulen,Modern Drummer -Cry-Baby,,,,115,1
BAGeL Radio,A,U2,Mofo -Pop,,,,111,1
BAGeL Radio,A,Sub Rosa,Money  - Women Of The Night,,,,205,2
BAGeL Radio,A,Women Of The Night,Money -Sub Rosa,,,,289,4
BAGeL Radio,A,Spinning Coin,Money For Breakfast -Permo,,,,91,1
BAGeL Radio,A,Siouxsie & the Banshees,Monitor -Juju,,,,148,1
BAGeL Radio,A,Pampers,Monkey Drip -Pampers,,,,82,1
BAGeL Radio,A,Pixies,Monkey Gone To Heaven -Doolittle,,,,127,1
BAGeL Radio,A,Richard Buckner,Mood -Surrounded,,,,135,1
BAGeL Radio,A,Public Practice,Moon -Gentle Grip,,,,113,1
BAGeL Radio,A,Faces on Film,Moon's Row -Some Weather,,,,139,1
BAGeL Radio,A,The Dead Exs,More Stuff -Resurrection,,,,88,1
BAGeL Radio,A,a certain smile,Morning Sun -For Ian,,,,70,1
BAGeL Radio,A,Flowers,Mother's Little Helper  - The Rolling Stones,,,,209,2
BAGeL Radio,A,The Rolling Stones,Mother's Little Helper -Flowers,,,,42,1
BAGeL Radio,A,Gene Latter,Mother's Little Helper -The Electric Crayon Set &#8211; Rubble Collection 5,,,,134,1
BAGeL Radio,A,Gene Latter,Mother's Little Helper -The Electric Crayon Set – Rubble Collection 5,,,,117,1
BAGeL Radio,A,"Half In, Half Out",Motherfucker  - The Kundalini Genie,,,,223,2
BAGeL Radio,A,The Kundalini Genie,"Motherfucker -Half In, Half Out",,,,517,5
BAGeL Radio,A,Built to Spill,Mountain Top -Plays The Songs Of Daniel Johnston,,,,90,1
BAGeL Radio,A,TRAITRS,Mouth Poisons -Horses In The Abattoir,,,,596,5
BAGeL Radio,A,toyGuitar,Move Like a Ghost -Move Like a Ghost,,,,79,1
BAGeL Radio,A,IDLES,Mr. Motivator -Mr. Motivator (single),,,,122,1
BAGeL Radio,A,The National,Mr. November -Alligator,,,,106,1
BAGeL Radio,A,Levitation Room,Mr. Polydactyl Cat -Headspace,,,,185,1
BAGeL Radio,A,Versus,"Mummified -\""Gravity\"" b/w \""Mummified\""",,,,209,1
BAGeL Radio,A,The National,Murder Me Rachael -Sad Songs For Dirty Lovers,,,,103,1
BAGeL Radio,A,It's Not Them. It Couldn't Be Them. It Is Them!,My (Limited) Engagement  - Guided By Voices,,,,178,2
BAGeL Radio,A,Guided By Voices,My (Limited) Engagement -It's Not Them. It Couldn't Be Them. It Is Them!,,,,292,4
BAGeL Radio,A,Black Forest Fire,My Dreams -Transit of Venus,,,,179,1
BAGeL Radio,A,Talk Talk,My Foolish Friend -My Foolish Friend b/w Call In The Night Boys,,,,173,1
BAGeL Radio,A,Guided By Voices,My Future in Barcelona -Zeppelin Over China,,,,158,1
BAGeL Radio,A,Radiohead,My Iron Lung -The Bends,,,,154,1
BAGeL Radio,A,Evil Tenors,My Love Goes Uh-Oh -Peach Fuzz,,,,120,1
BAGeL Radio,A,Skegss,My Own Mess -My Own Mess,,,,84,1
BAGeL Radio,A,Liars,My Pulse to Ponder -The Apple Drop,,,,64,1
BAGeL Radio,A,U2,Mysterious Ways -Achtung Baby,,,,113,1
BAGeL Radio,A,Portishead,Mysterons -Dummy,,,,95,1
BAGeL Radio,A,I Like U,NRVS-I LIKE YOU [EP],,,,112,1
BAGeL Radio,A,Scum,NRVS-I LIKE YOU [EP],,,,68,1
BAGeL Radio,A,Art Brut,Nag Nag Nag Nag -Its A Bit Complicated,,,,116,1
BAGeL Radio,A,Wildhoney,Naive Castle (tedit) -Naive Castle,,,,89,1
BAGeL Radio,A,Happyness,Naked Patients -Weird Little Birthday,,,,141,1
BAGeL Radio,A,Pendant,Name Around My Neck -Through A Coil,,,,155,1
BAGeL Radio,A,Head Of Femur,Napoleon's Boots -Great Plains,,,,153,1
BAGeL Radio,A,Across That Fine Line (Time Edit),Nation Of Language-A Way Forward,,,,99,1
BAGeL Radio,A,This Fractured Mind,Nation Of Language-A Way Forward,,,,86,1
BAGeL Radio,A,The Postal Service,Natural Anthem -Give Up,,,,125,1
BAGeL Radio,A,UNKLE,Natural Selection (Featuring The Black Angels) -Where Did The Night Fall,,,,173,1
BAGeL Radio,A,The Arcade Fire,Neighborhood #3 (Power Out) -Funeral,,,,157,1
BAGeL Radio,A,Prettiest Eyes,Nekrodisco -Volume 3,,,,99,1
BAGeL Radio,A,The Breeders,Nervous Mary -All Nerve,,,,105,1
BAGeL Radio,A,The Peep Tempel,Neuroplasticity  -Joy,,,,110,1
BAGeL Radio,A,The Umbrellas,Never Available  - The Umbrellas,,,,209,2
BAGeL Radio,A,The Umbrellas,Never Available -The Umbrellas,,,,186,3
BAGeL Radio,A,Sebadoh,Never Jealous -III (Disc 2),,,,90,1
BAGeL Radio,A,The Thermals,Never Listen To Me -Personal Life,,,,166,1
BAGeL Radio,A,Surfbort,Never Nude -Keep on Truckin',,,,351,4
BAGeL Radio,A,Radical Dads,New Age Dinosaur -Mega Rama,,,,138,1
BAGeL Radio,A,The Fall,New Big Prinz -I Am Kurious Oranj,,,,114,1
BAGeL Radio,A,Echo & the Bunnymen,New Direction -Echo & The Bunnymen,,,,128,1
BAGeL Radio,A,Death Songs,New Son -PDX Pop Now! 2013,,,,169,1
BAGeL Radio,A,PACKS,New TV -Take The Cake,,,,104,1
BAGeL Radio,A,Sneaks,New Taste -Gymnastics,,,,85,1
BAGeL Radio,A,Next To Me [Yo Guy Version] (single),Next To Me [Yo Guy Version]  - Cheekface,,,,209,2
BAGeL Radio,A,Cheekface,Next To Me [Yo Guy Version] -Next To Me [Yo Guy Version] (single),,,,508,6
BAGeL Radio,A,Conor Oberst,Next of Kin -Ruminations,,,,104,1
BAGeL Radio,A,The Val Papadins,Night Train -No One Wants To Move The Piano,,,,205,1
BAGeL Radio,A,Ex-Cult,Nightmare Zone -Negative Growth,,,,85,1
BAGeL Radio,A,...EP,"Nike of Samothrace  - Mandy, Indiana",,,,218,2
BAGeL Radio,A,"Mandy, Indiana",Nike of Samothrace -...EP,,,,347,3
BAGeL Radio,A,Pixies,Nimrod's Son -Come On Pilgrim,,,,75,1
BAGeL Radio,A,Kestrels,No Alternative -Kestrels,,,,99,1
BAGeL Radio,A,Spoon,No Bullets Spent (short edit) -Everything Hits At Once: The Best Of Spoon,,,,181,1
BAGeL Radio,A,Sleater-Kinney,No Cities To Love -No Cities To Love,,,,186,1
BAGeL Radio,A,Blur,No Distance Left To Run -13,,,,108,1
BAGeL Radio,A,Elvis Costello,No Flag -Hey Clockface,,,,246,2
BAGeL Radio,A,The Parrots,"No Me Gustas, Te Quiero -Los Niños Sin Miedo",,,,82,1
BAGeL Radio,A,Feral Future,No Means Nothing -Haematic,,,,118,1
BAGeL Radio,A,Ausmuteants,No Motivation -Amusements,,,,379,3
BAGeL Radio,A,Houndstooth,No News From Home -No News From Home,,,,164,1
BAGeL Radio,A,Heaven For Real,No One Knows Her -Kill Your Memory,,,,140,1
BAGeL Radio,A,Ritual De Lo Habitual,No One's Leaving  - Jane's Addiction,,,,231,2
BAGeL Radio,A,Jane's Addiction,No One's Leaving -Ritual De Lo Habitual,,,,41,1
BAGeL Radio,A,Fergus & Geronimo,No Parties -Funky Was the State of Affairs,,,,61,1
BAGeL Radio,A,Melenas,No Puedo Pensar -Dias Raros,,,,100,1
BAGeL Radio,A,Dope Body,No Scene -Home Body,,,,105,1
BAGeL Radio,A,Radiohead,No Surprises (Remastered) -OK Computer: OKNOTOK,,,,79,1
BAGeL Radio,A,The Letters,Nobody Loves Me -Nobody Loves Me b/w Don't Want You Back,,,,161,1
BAGeL Radio,A,Detholiad O Ganeuon Traddodiadol Cymreig [EP],Noi Vogliamo  - Los Blancos,,,,226,2
BAGeL Radio,A,Los Blancos,Noi Vogliamo -Detholiad O Ganeuon Traddodiadol Cymreig [EP],,,,555,6
BAGeL Radio,A,Two Hours Traffic,Noisemaker -Territory,,,,93,1
BAGeL Radio,A,Wilco,Nope -Schmilco,,,,107,1
BAGeL Radio,A,LCD Soundsystem,North American Scum -Sound Of Silver,,,,141,1
BAGeL Radio,A,Illinois,Nosebleed -The Revenge of Some Kid,,,,152,1
BAGeL Radio,A,Desert Sessions,"Noses in Roses, Forever -Vols. 11 & 12",,,,121,1
BAGeL Radio,A,Momma,Not A Runner -Two Of Me,,,,271,2
BAGeL Radio,A,Tainted,Not Even Trying  - Pink Turns Blue,,,,220,2
BAGeL Radio,A,Pink Turns Blue,Not Even Trying -Tainted,,,,281,3
BAGeL Radio,A,Teleman,Not In Control -Breakfast,,,,91,1
BAGeL Radio,A,Audacity,Not Like You -Hyper Vessels,,,,93,1
